"","id","player_name","games","time","goals","x_g","assists","x_a","shots","key_passes","yellow_cards","red_cards","position","team_title","npg","npx_g","x_g_chain","x_g_buildup","liga","season","goals_p90","x_g_p90","assists_p90","x_a_p90","shots_p90","key_passes_p90","npg_p90","npx_g_p90","x_g_chain_p90","x_g_buildup_p90","color_liga"
"35",7071,"Álvaro García",17,1411,4,2.29848415032029,1,2.22442589700222,19,21,5,0,"M S","Rayo Vallecano",4,2.29848415032029,4.99544506520033,0.905737708322704,"España","23-24",0.255138199858257,0.146607777128863,0.0637845499645641,0.141884004769809,1.21190644932672,1.33947554925585,0.255138199858257,0.146607777128863,0.318632215356506,0.0577720721112993,"red"
"36",7350,"Yangel Herrera",15,1121,4,3.71928333863616,0,1.38782768836245,25,10,4,0,"D M S","Girona",4,3.71928333863616,10.3264090474695,7.72338040918112,"España","23-24",0.32114183764496,0.298604371522974,0,0.111422383543818,2.007136485281,0.8028545941124,0.32114183764496,0.298604371522974,0.829060494444474,0.620075144358877,"red"
"37",7526,"Martín Zubimendi",19,1591,4,2.00165486522019,1,0.997656727209687,14,9,3,0,"M S","Real Sociedad",4,2.00165486522019,6.66617363505065,5.03667929209769,"España","23-24",0.226272784412319,0.11323000494646,0.0565681961030798,0.0564356413883544,0.791954745443118,0.509113764927718,0.226272784412319,0.11323000494646,0.377093417444726,0.284915861903703,"red"
"38",7529,"Iván Martín",18,1427,4,2.32147623971105,1,0.709096455946565,13,18,3,0,"F M S","Girona",4,2.32147623971105,12.2700492385775,9.51466751983389,"España","23-24",0.252277505255781,0.146414058566219,0.0630693763139453,0.0447222712229789,0.819901892081289,1.13524877365102,0.252277505255781,0.146414058566219,0.773864352818483,0.600084146310477,"red"
"39",8978,"Luis Suárez",8,709,4,4.19676447287202,0,0.503808036446571,31,6,1,0,"F M","Almeria",3,3.45348682627082,4.15465810149908,0.459061885252595,"España","23-24",0.507757404795487,0.532734559320849,0,0.0639530652753052,3.93511988716502,0.76163610719323,0.380818053596615,0.438383377100668,0.527389603857429,0.0582730178740953,"red"
"40",9002,"Vedat Muriqi",12,1072,4,6.27353250421584,2,2.62855721171945,30,22,0,0,"F","Mallorca",3,4.04382758401334,4.6269116550684,0.717676356434822,"España","23-24",0.335820895522388,0.526695825913643,0.167910447761194,0.220681109192864,2.51865671641791,1.84701492537313,0.251865671641791,0.339500450150374,0.388453403877011,0.0602526791782966,"red"
"41",314,"Ilkay Gündogan",19,1579,3,4.10063784942031,3,4.80254770442843,23,45,2,0,"M S","Barcelona",2,3.35736020281911,18.0474039241672,12.7909266650677,"España","23-24",0.170994300189994,0.233728566464742,0.170994300189994,0.273736094615933,1.31095630145662,2.56491450284991,0.113996200126662,0.19136315278893,1.02866773475304,0.72905851795826,"red"
"42",1055,"Aleix García",19,1710,3,1.00260585080832,4,3.43238751776516,23,33,2,0,"M","Girona",3,1.00260585080832,15.3372556865215,13.9449858367443,"España","23-24",0.157894736842105,0.0527687289899116,0.210526315789474,0.180651974619219,1.21052631578947,1.73684210526316,0.157894736842105,0.0527687289899116,0.807223983501132,0.733946622986542,"red"
"43",1189,"Lucas Boyé",15,1262,3,3.50100013613701,3,1.85797049570829,27,15,4,1,"F M","Granada",3,3.50100013613701,5.26132080703974,1.51165551319718,"España","23-24",0.213946117274168,0.249675128567616,0.213946117274168,0.132501857855583,1.92551505546751,1.06973058637084,0.213946117274168,0.249675128567616,0.375213052799981,0.107804275901542,"red"
"44",2104,"Sergi Roberto",6,352,3,1.63056826591492,1,0.310837879776955,6,5,1,0,"D M S","Barcelona",3,1.63056826591492,3.02541644871235,1.82701062038541,"España","23-24",0.767045454545454,0.416906658898701,0.255681818181818,0.0794755942611533,1.53409090909091,1.27840909090909,0.767045454545454,0.416906658898701,0.773543978363953,0.467133397257633,"red"
"45",2518,"Marcos Llorente",19,1287,3,2.01193289831281,3,4.85534600540996,13,14,3,0,"D M S","Atletico Madrid",3,2.01193289831281,12.2784793674946,7.36851562932134,"España","23-24",0.20979020979021,0.140694608273623,0.20979020979021,0.339534685693004,0.909090909090909,0.979020979020979,0.20979020979021,0.140694608273623,0.858634920803818,0.515280813239255,"red"
"46",4226,"Darwin Machís",15,747,3,1.61371277831495,0,0.611575638875365,19,9,0,1,"M S","Cadiz",2,0.870435146614909,1.55275447480381,0.494471490383148,"España","23-24",0.36144578313253,0.194423226303006,0,0.0736838119126946,2.28915662650602,1.08433734939759,0.240963855421687,0.104871704411435,0.187078852386001,0.0595748783594154,"red"
"47",5077,"Mikel Vesga",14,967,3,2.41647341381758,1,1.19410197995603,14,4,1,0,"M S","Athletic Club",1,0.92991819512099,4.29543762467802,2.9149934258312,"España","23-24",0.279214064115822,0.22490445423328,0.0930713547052741,0.111136688930758,1.30299896587384,0.372285418821096,0.0930713547052741,0.0865487461849939,0.399782198780788,0.271302387099078,"red"
"48",6421,"Brahim Diaz",14,537,3,2.5587378628552,1,2.04745082836598,14,8,0,0,"F M S","Real Madrid",3,2.5587378628552,5.85882468894124,1.97909567225724,"España","23-24",0.502793296089385,0.428838747964559,0.167597765363128,0.343148183525025,2.3463687150838,1.34078212290503,0.502793296089385,0.428838747964559,0.981925925520878,0.331692012110152,"red"
"49",7308,"Ander Barrenetxea",15,856,3,2.76804255507886,1,0.887655678205192,22,8,0,0,"F M S","Real Sociedad",3,2.76804255507886,5.71261971071362,2.1119612455368,"España","23-24",0.315420560747664,0.291032511632123,0.105140186915888,0.0933282839234431,2.31308411214953,0.841121495327103,0.315420560747664,0.291032511632123,0.600625904163815,0.22205200011485,"red"
"50",7490,"Mason Greenwood",15,1077,3,2.50237147137523,4,2.83949266001582,34,17,2,1,"F M S","Getafe",2,1.75909382104874,5.16251942142844,2.07509941607714,"España","23-24",0.250696378830084,0.209111822120493,0.334261838440111,0.237283509193523,2.84122562674095,1.42061281337047,0.167130919220056,0.146999483653098,0.431408308197363,0.173406636440987,"red"
