"","id","player_name","games","time","goals","x_g","assists","x_a","shots","key_passes","yellow_cards","red_cards","position","team_title","npg","npx_g","x_g_chain","x_g_buildup","liga","season","goals_p90","x_g_p90","assists_p90","x_a_p90","shots_p90","key_passes_p90","npg_p90","npx_g_p90","x_g_chain_p90","x_g_buildup_p90"
"1436",6034,"Philip Billing",15,1039,2,2.3867956046015,2,2.26844320632517,20,17,3,0,"M S","Bournemouth",2,2.3867956046015,5.31733922660351,2.06095645576715,"Inglaterra","23-24",0.173243503368624,0.206748416182998,0.173243503368624,0.196496524128263,1.73243503368624,1.4725697786333,0.173243503368624,0.206748416182998,0.4605972381081,0.178523658343641
"1437",6221,"Pau Torres",16,1410,2,1.41905813291669,0,0.232510191388428,9,5,1,0,"D S","Aston Villa",2,1.41905813291669,6.54704378172755,6.33749416843057,"Inglaterra","23-24",0.127659574468085,0.09057817869681,0,0.0148410760460699,0.574468085106383,0.319148936170213,0.127659574468085,0.09057817869681,0.417896411599631,0.404520904367909
"1438",6314,"Joachim Andersen",16,1440,2,1.66209390759468,1,1.31960674002767,13,12,3,0,"D","Crystal Palace",2,1.66209390759468,4.93830924853683,4.60528799891472,"Inglaterra","23-24",0.125,0.103880869224668,0.0625,0.0824754212517294,0.8125,0.75,0.125,0.103880869224668,0.308644328033552,0.28783049993217
"1439",6490,"Manuel Akanji",13,1081,2,0.72940669208765,0,0.203192494809628,7,5,1,1,"D M S","Manchester City",2,0.72940669208765,5.5567638874054,5.47511015459895,"Inglaterra","23-24",0.166512488436633,0.0607276616909237,0,0.0169170439711994,0.582793709528215,0.416281221091582,0.166512488436633,0.0607276616909237,0.462635291273345,0.455837108153474
"1440",6756,"Dwight McNeil",13,1034,2,1.80730696953833,2,4.01762909814715,25,20,0,0,"M S","Everton",2,1.80730696953833,6.93287566117942,2.28461300954223,"Inglaterra","23-24",0.174081237911025,0.157309117271228,0.174081237911025,0.349696923436406,2.17601547388781,1.74081237911025,0.174081237911025,0.157309117271228,0.603441788690665,0.198854130424372
"1441",7078,"Sean Longstaff",13,818,2,1.74406022578478,1,0.923943085595965,13,6,4,0,"M S","Newcastle United",2,1.74406022578478,6.60186601104215,4.26580214546993,"Inglaterra","23-24",0.220048899755501,0.191889266895636,0.110024449877751,0.101656329711048,1.43031784841076,0.660146699266504,0.220048899755501,0.191889266895636,0.726366676031532,0.469342534342657
"1442",7365,"Lucas Paquetá",15,1326,2,2.31752372253686,1,2.8882424030453,17,17,5,0,"F M","West Ham",1,1.55635488498956,6.33947220630944,3.04357403330505,"Inglaterra","23-24",0.135746606334842,0.157297990217434,0.0678733031674208,0.196034552242894,1.15384615384615,1.15384615384615,0.0678733031674208,0.105634946944993,0.430280918980279,0.206577423075003
"1443",7395,"Carlos Vinicius",11,260,2,1.49537881463766,0,0.495523754507303,7,4,2,0,"F S","Fulham",2,1.49537881463766,2.60568683594465,0.720937483943999,"Inglaterra","23-24",0.692307692307692,0.517631128143805,0,0.171527453483297,2.42307692307692,1.38461538461538,0.692307692307692,0.517631128143805,0.901968520134686,0.249555282903692
"1444",7420,"Miguel Almirón",16,1109,2,2.85181839950383,1,0.858198165893555,24,9,1,0,"F S","Newcastle United",2,2.85181839950383,5.9186424203217,2.85559137351811,"Inglaterra","23-24",0.162308385933273,0.231437020699139,0.0811541929666366,0.0696463795585392,1.94770063119928,0.730387736699729,0.162308385933273,0.231437020699139,0.480322649079308,0.231743213360352
"1445",7752,"Gabriel Martinelli",14,1044,2,2.14947738498449,2,1.44616376236081,23,20,1,0,"F S","Arsenal",2,2.14947738498449,6.54474062472582,3.87341828178614,"Inglaterra","23-24",0.172413793103448,0.185299774567628,0.172413793103448,0.124669289858691,1.98275862068966,1.72413793103448,0.172413793103448,0.185299774567628,0.564201777993605,0.333915369119495
"1446",7967,"Anssumane Fati",9,266,2,2.51932065188885,0,0.466670801863074,13,4,1,0,"F M S","Brighton",2,2.51932065188885,3.79219169169664,0.969451189041138,"Inglaterra","23-24",0.676691729323308,0.852401724323295,0,0.157896135968709,4.3984962406015,1.35338345864662,0.676691729323308,0.852401724323295,1.28307237688984,0.328009800803393
"1447",8706,"Eberechi Eze",10,801,2,3.16297672688961,1,2.53659174963832,31,22,2,0,"M S","Crystal Palace",1,2.40180788189173,4.83110083639622,2.15753003023565,"Inglaterra","23-24",0.224719101123595,0.355390643470743,0.112359550561798,0.285010308948126,3.48314606741573,2.47191011235955,0.112359550561798,0.269866054145138,0.542820318696205,0.24241910452086
"1448",8812,"Sasa Kalajdzic",11,132,2,1.35224349051714,0,1.0801250115037,4,4,0,0,"F S","Wolverhampton Wanderers",2,1.35224349051714,2.56445325911045,0.159240521490574,"Inglaterra","23-24",1.36363636363636,0.921984198079868,0,0.736448871479795,2.72727272727273,2.72727272727273,1.36363636363636,0.921984198079868,1.7484908584844,0.108573082834482
"1449",8864,"Matthew Cash",15,1123,2,3.2574610132724,1,1.50934318453074,21,5,4,0,"D M S","Aston Villa",2,3.2574610132724,6.9729643445462,3.39798887073994,"Inglaterra","23-24",0.160284951024043,0.261060989487548,0.0801424755120214,0.120962499205491,1.68299198575245,0.400712377560107,0.160284951024043,0.261060989487548,0.558830624228992,0.272323239863397
"1450",8981,"Jéremy Doku",11,721,2,1.23123347014189,5,3.06872527301311,22,19,2,0,"D M S","Manchester City",2,1.23123347014189,5.17802640795708,2.04402048140764,"Inglaterra","23-24",0.249653259361997,0.153690724428253,0.624133148404993,0.383058633247129,2.74618585298197,2.37170596393897,0.249653259361997,0.153690724428253,0.64635558490449,0.255148187693048
"1451",9788,"Dominik Szoboszlai",16,1377,2,1.33040347043425,2,3.65663407929242,31,31,1,0,"M","Liverpool",2,1.33040347043425,11.6771633476019,9.14423298090696,"Inglaterra","23-24",0.130718954248366,0.086954475191781,0.130718954248366,0.238995691457021,2.02614379084967,2.02614379084967,0.130718954248366,0.086954475191781,0.763213290692935,0.597662286333788
"1452",9912,"Cameron Archer",14,1051,2,0.981838811188936,0,1.58668531104922,16,15,2,0,"F M S","Aston Villa,Sheffield United",2,0.981838811188936,3.17051732074469,0.633216829039156,"Inglaterra","23-24",0.171265461465271,0.0840775385413932,0,0.135872195998506,1.37012369172217,1.28449096098953,0.171265461465271,0.0840775385413932,0.271500056010487,0.0542240862164834
"1453",10291,"Vitalii Mykolenko",12,1080,2,1.48695293441415,0,0.514430379495025,14,4,0,0,"D","Everton",2,1.48695293441415,3.93925136327744,3.15044942870736,"Inglaterra","23-24",0.166666666666667,0.123912744534513,0,0.0428691982912521,1.16666666666667,0.333333333333333,0.166666666666667,0.123912744534513,0.328270946939787,0.26253745239228
"1454",10715,"João Palhinha",13,1081,2,0.834812516346574,1,0.204043189063668,15,3,6,0,"M S","Fulham",2,0.834812516346574,4.73249272163957,4.49765356909484,"Inglaterra","23-24",0.166512488436633,0.0695033547374576,0.0832562442183164,0.0169878695797688,1.24884366327475,0.249768732654949,0.166512488436633,0.0695033547374576,0.394009569794229,0.374457743957942
"1455",10741,"Marcus Tavernier",13,931,2,2.18277795612812,3,3.40154692251235,20,17,1,0,"M S","Bournemouth",2,2.18277795612812,7.37396461516619,2.31477578170598,"Inglaterra","23-24",0.193340494092374,0.211009684265876,0.290010741138561,0.328828381338466,1.93340494092374,1.64339419978518,0.193340494092374,0.211009684265876,0.712842981057956,0.223769946674047
"1456",10822,"Wilson Odobert",7,245,2,0.443056115880609,0,0.657725485041738,8,4,2,0,"F M S","Burnley",2,0.443056115880609,1.13574345223606,0.0745552740991116,"Inglaterra","23-24",0.73469387755102,0.162755307874509,0,0.24161344348472,2.93877551020408,1.46938775510204,0.73469387755102,0.162755307874509,0.417211880413247,0.0273876517098777
"1457",10864,"Marcos Senesi",14,929,2,0.759881652891636,1,0.2795330863446,3,5,4,0,"D S","Bournemouth",2,0.759881652891636,3.53320791572332,3.32316670566797,"Inglaterra","23-24",0.193756727664155,0.0736160912381564,0.0968783638320775,0.0270807080419957,0.290635091496233,0.484391819160388,0.193756727664155,0.0736160912381564,0.34229140195382,0.321942953186348
"1458",11296,"Cody Gakpo",14,626,2,2.6491041816771,0,0.283204600214958,17,5,0,0,"F M S","Liverpool",2,2.6491041816771,4.5474702231586,2.12958652153611,"Inglaterra","23-24",0.287539936102236,0.3808616235638,0,0.0407163163248342,2.44408945686901,0.718849840255591,0.287539936102236,0.3808616235638,0.653789648696923,0.306170586163339
"1459",11305,"Mykhailo Mudryk",14,612,2,1.18594463262707,1,1.0862944573164,11,13,3,0,"F M S","Chelsea",2,1.18594463262707,2.37397759500891,0.537116631865501,"Inglaterra","23-24",0.294117647058824,0.174403622445157,0.147058823529412,0.159749184899471,1.61764705882353,1.91176470588235,0.294117647058824,0.174403622445157,0.349114352207193,0.0789877399802207
"1460",11356,"Enzo Fernández",15,1262,2,4.73417160473764,0,1.61941999942064,30,14,4,0,"M","Chelsea",1,3.21183394081891,7.5302422940731,4.64949686266482,"Inglaterra","23-24",0.142630744849445,0.337619211114412,0,0.115489540370727,2.13946117274168,0.998415213946117,0.0713153724247227,0.229053133655865,0.537022033650221,0.331580600348521
"1461",11366,"Jhon Durán",9,60,2,0.595667324960232,0,0.011847329325974,7,1,3,0,"S","Aston Villa",2,0.595667324960232,0.717433832585812,0.109919160604477,"Inglaterra","23-24",3,0.893500987440348,0,0.017770993988961,10.5,1.5,3,0.893500987440348,1.07615074887872,0.164878740906716
"1462",11701,"Zeki Amdouni",15,1118,2,2.54150086268783,1,0.925163812935352,26,9,1,0,"F M","Burnley",2,2.54150086268783,4.43983409181237,1.56311799958348,"Inglaterra","23-24",0.161001788908766,0.204593092702956,0.0805008944543828,0.0744765144581231,2.09302325581395,0.724508050089446,0.161001788908766,0.204593092702956,0.357410615619958,0.125832397104216
"1463",11720,"Jacob Brown",15,794,2,2.64506075531244,0,0.733441565185785,18,5,3,0,"F M S","Luton",2,2.64506075531244,3.2556898444891,0.108433771878481,"Inglaterra","23-24",0.226700251889169,0.299817969745743,0,0.0831356937868018,2.04030226700252,0.566750629722922,0.226700251889169,0.299817969745743,0.369032853909344,0.0122909816990722
"1464",11839,"Gustavo Hamer",15,1300,2,0.839545391499996,1,1.47758218646049,18,19,3,0,"F M","Sheffield United",2,0.839545391499996,2.34800767619163,0.844392674043775,"Inglaterra","23-24",0.138461538461538,0.058122373257692,0.0692307692307692,0.102294151370342,1.24615384615385,1.31538461538462,0.138461538461538,0.058122373257692,0.162554377582497,0.0584579543568767
"1465",501,"Danny Welbeck",8,428,1,0.885869679972529,0,0.343349438160658,9,5,1,0,"F M S","Brighton",1,0.885869679972529,3.37927803397179,2.67536272108555,"Inglaterra","23-24",0.210280373831776,0.186281007470859,0,0.0721996482113533,1.89252336448598,1.05140186915888,0.210280373831776,0.186281007470859,0.710595848265096,0.562576273125466
"1466",553,"Anthony Martial",13,430,1,1.05673907324672,0,0.276294218376279,6,6,0,0,"F S","Manchester United",1,1.05673907324672,1.70149779506028,0.412170577794313,"Inglaterra","23-24",0.209302325581395,0.221177945563267,0,0.0578290224508491,1.25581395348837,1.25581395348837,0.209302325581395,0.221177945563267,0.356127445477733,0.0862682604685771
"1467",592,"Ross Barkley",11,802,1,0.749850859865546,0,0.649641882628202,18,8,2,0,"M S","Luton",1,0.749850859865546,2.79347388073802,2.31677974946797,"Inglaterra","23-24",0.112219451371571,0.0841478521046124,0,0.0729024556565314,2.01995012468828,0.897755610972569,0.112219451371571,0.0841478521046124,0.313482106317234,0.259987752434061
"1468",646,"Christian Eriksen",11,597,1,0.291048438288271,1,0.802106733433902,5,8,0,0,"M S","Manchester United",1,0.291048438288271,2.73890089429915,1.80739395134151,"Inglaterra","23-24",0.150753768844221,0.0438766489881816,0.150753768844221,0.120920613080488,0.753768844221105,1.20603015075377,0.150753768844221,0.0438766489881816,0.412899632306405,0.272471449950981
"1469",668,"Idrissa Gueye",13,1006,1,1.04730018414557,0,0.672702459618449,15,9,5,0,"M S","Everton",1,1.04730018414557,5.04074531048536,3.55240377783775,"Inglaterra","23-24",0.0894632206759443,0.0936948474881723,0,0.0601821285940958,1.34194831013916,0.805168986083499,0.0894632206759443,0.0936948474881723,0.450961310083183,0.317809483106757
"1470",672,"Jordan Ayew",16,1313,1,2.36427093297243,3,3.12944264430553,28,13,4,1,"F M S","Crystal Palace",1,2.36427093297243,5.53175155445933,2.96961513347924,"Inglaterra","23-24",0.0685453160700685,0.162059698375871,0.205635948210206,0.214508635177074,1.91926884996192,0.891089108910891,0.0685453160700685,0.162059698375871,0.379175658721508,0.203553207930793
"1471",725,"Ola Aina",11,839,1,0.0930429231375456,1,0.318522080779076,4,4,3,0,"D S","Nottingham Forest",1,0.0930429231375456,0.902419984340668,0.599175333976746,"Inglaterra","23-24",0.107270560190703,0.00998076648674506,0.107270560190703,0.0341680420382799,0.429082240762813,0.429082240762813,0.107270560190703,0.00998076648674506,0.0968030972475091,0.0642738737281372
"1472",757,"Jeffrey Schlupp",14,1031,1,1.68904188275337,0,0.632677353918552,12,11,0,0,"F M","Crystal Palace",1,1.68904188275337,4.43892543390393,2.40799455717206,"Inglaterra","23-24",0.0872938894277401,0.147443035351895,0,0.0552288669764012,1.04752667313288,0.960232783705141,0.0872938894277401,0.147443035351895,0.387491066005193,0.210203210616378
"1473",766,"Jamaal Lascelles",11,913,1,1.07592798769474,0,0.0364065654575825,6,2,4,0,"D S","Newcastle United",1,1.07592798769474,2.93531423434615,2.82935147359967,"Inglaterra","23-24",0.0985761226725082,0.106060809301782,0,0.00358881806263135,0.591456736035049,0.197152245345016,0.0985761226725082,0.106060809301782,0.289351896047266,0.278906497945203
"1474",833,"Virgil van Dijk",14,1197,1,1.77432673424482,2,1.33952862443402,17,6,1,1,"D","Liverpool",1,1.77432673424482,5.26103771850467,5.14221204444766,"Inglaterra","23-24",0.075187969924812,0.133408025131189,0.150375939849624,0.10071643792737,1.2781954887218,0.451127819548872,0.075187969924812,0.133408025131189,0.395566745752231,0.386632484544937
"1475",922,"Andreas Pereira",16,1155,1,1.1807676712051,4,3.84751153551042,15,35,3,0,"M S","Fulham",1,1.1807676712051,7.25602580513805,4.43131165858358,"Inglaterra","23-24",0.0779220779220779,0.0920078704835143,0.311688311688312,0.299806093676137,1.16883116883117,2.72727272727273,0.0779220779220779,0.0920078704835143,0.565404608192575,0.345297012357162
