"","id","player_name","games","time","goals","x_g","assists","x_a","shots","key_passes","yellow_cards","red_cards","position","team_title","npg","npx_g","x_g_chain","x_g_buildup","liga","season","goals_p90","x_g_p90","assists_p90","x_a_p90","shots_p90","key_passes_p90","npg_p90","npx_g_p90","x_g_chain_p90","x_g_buildup_p90","color_liga"
"27",11831,"Samu",15,792,5,8.12077273800969,0,1.07658811286092,31,11,2,0,"F S","Alaves,Granada",5,8.12077273800969,8.78509674221277,1.61863479577005,"España","23-24",0.568181818181818,0.922815083864737,0,0.12233955827965,3.52272727272727,1.25,0.568181818181818,0.922815083864737,0.998306447978724,0.183935772246597,"red"
"28",770,"Ayoze Pérez",16,1300,4,5.26919334754348,1,3.03644485212862,37,18,3,0,"F M","Real Betis",4,5.26919334754348,10.9943495467305,3.84679571911693,"España","23-24",0.276923076923077,0.364790308676087,0.0692307692307692,0.210215412839674,2.56153846153846,1.24615384615385,0.276923076923077,0.364790308676087,0.761147276312112,0.266316626708095,"red"
"29",2275,"Ángel Correa",13,460,4,2.96088413894176,1,1.68981404602528,14,13,0,0,"F M S","Atletico Madrid",4,2.96088413894176,7.81403239816427,3.560377381742,"España","23-24",0.782608695652174,0.579303418488605,0.195652173913043,0.330615791613642,2.73913043478261,2.54347826086957,0.782608695652174,0.579303418488605,1.52883242572779,0.696595574688652,"red"
"30",7008,"Vinícius Júnior",10,722,4,3.69105165451765,1,1.6938668936491,23,9,2,0,"F S","Real Madrid",4,3.69105165451765,6.81103295087814,2.11791913583875,"España","23-24",0.498614958448753,0.46010339183738,0.124653739612188,0.211146842698641,2.86703601108033,1.1218836565097,0.498614958448753,0.46010339183738,0.849020727948799,0.264006540478515,"red"
"31",7071,"Álvaro García",16,1402,4,2.29848415032029,1,2.22442589700222,19,21,5,0,"M","Rayo Vallecano",4,2.29848415032029,4.99544506520033,0.905737708322704,"España","23-24",0.256776034236805,0.147548911218849,0.0641940085592011,0.142794815071469,1.21968616262482,1.34807417974322,0.256776034236805,0.147548911218849,0.320677643272489,0.0581429342004589,"red"
"32",7350,"Yangel Herrera",15,1121,4,3.71928333863616,0,1.38782768836245,25,10,4,0,"D M S","Girona",4,3.71928333863616,10.3264090474695,7.72338040918112,"España","23-24",0.32114183764496,0.298604371522974,0,0.111422383543818,2.007136485281,0.8028545941124,0.32114183764496,0.298604371522974,0.829060494444474,0.620075144358877,"red"
"33",8978,"Luis Suárez",8,709,4,4.19676447287202,0,0.503808036446571,31,6,1,0,"F M","Almeria",3,3.45348682627082,4.15465810149908,0.459061885252595,"España","23-24",0.507757404795487,0.532734559320849,0,0.0639530652753052,3.93511988716502,0.76163610719323,0.380818053596615,0.438383377100668,0.527389603857429,0.0582730178740953,"red"
"34",9002,"Vedat Muriqi",12,1072,4,6.27353250421584,2,2.62855721171945,30,22,0,0,"F","Mallorca",3,4.04382758401334,4.6269116550684,0.717676356434822,"España","23-24",0.335820895522388,0.526695825913643,0.167910447761194,0.220681109192864,2.51865671641791,1.84701492537313,0.251865671641791,0.339500450150374,0.388453403877011,0.0602526791782966,"red"
"35",11735,"Sávio",16,1364,4,2.39622522052377,5,4.31182870827615,17,21,2,0,"F M","Girona",4,2.39622522052377,10.7148343883455,5.41209235414863,"España","23-24",0.263929618768328,0.158108702233973,0.329912023460411,0.284504826792415,1.1217008797654,1.38563049853372,0.263929618768328,0.158108702233973,0.706990538820451,0.357102867942358,"red"
"36",1055,"Aleix García",16,1440,3,0.955109587870538,4,3.25035233236849,21,28,1,0,"M","Girona",3,0.955109587870538,13.9208556115627,12.5974830091,"España","23-24",0.1875,0.0596943492419086,0.25,0.203147020773031,1.3125,1.75,0.1875,0.0596943492419086,0.870053475722669,0.78734268806875,"red"
"37",1189,"Lucas Boyé",13,1090,3,2.94299511611462,2,1.07444084156305,24,13,3,1,"F M","Granada",3,2.94299511611462,4.24462164193392,0.726414684206247,"España","23-24",0.247706422018349,0.242999596743409,0.165137614678899,0.0887152988446555,1.98165137614679,1.07339449541284,0.247706422018349,0.242999596743409,0.3504733465817,0.0599791941087727,"red"
"38",2304,"Leo Baptistao",14,781,3,3.25144172087312,0,0.505506668239832,22,7,4,0,"F M S","Almeria",3,3.25144172087312,4.65127440914512,1.12434191629291,"España","23-24",0.345710627400768,0.374685985760027,0,0.0582530091441548,2.53521126760563,0.806658130601793,0.345710627400768,0.374685985760027,0.535998331399566,0.129565649764868,"red"
